2022-08-15 21:45:45,807 [ 1] INFO  Unity: LoadingManager start
2022-08-15 21:45:49,060 [ 1] INFO  Unity: DataManager > DataManager()
2022-08-15 21:45:56,580 [ 1] INFO  Unity: UserLoginRequest::user :user234 psw:234234
2022-08-15 21:45:56,582 [ 1] INFO  Unity: ConnectToServer() Start 
2022-08-15 21:45:56,584 [ 1] INFO  Unity: DoConnect
2022-08-15 21:45:56,586 [ 1] INFO  Unity: NetClient.DoConnect on 127.0.0.1:8000
2022-08-15 21:45:56,588 [ 1] INFO  Unity: Connect[0] to server 127.0.0.1:8000

2022-08-15 21:45:56,592 [ 1] INFO  Unity: LoadingMesager::OnGameServerConnect :0 reason:Success
2022-08-15 21:45:59,591 [ 1] INFO  Unity: OnUserLogin:Success [None]
2022-08-15 21:45:59,593 [ 1] INFO  Unity: LoadLevel: CharSelect
2022-08-15 21:45:59,925 [ 1] INFO  Unity: LevelLoadCompleted:1
2022-08-15 21:46:00,997 [ 1] INFO  Unity: Select Char:[1]hihi[Wizard]
2022-08-15 21:46:01,654 [ 1] INFO  Unity: UserGameEnterRequest::characterId:0
2022-08-15 21:46:01,845 [ 1] INFO  Unity: OnGameEnter:Success [None]
2022-08-15 21:46:01,848 [ 1] INFO  Unity: ItemManager:Init[ID:1, Count:200]
2022-08-15 21:46:01,849 [ 1] INFO  Unity: ItemManager:Init[ID:2, Count:100]
2022-08-15 21:46:01,850 [ 1] INFO  Unity: ItemManager:Init[ID:3, Count:30]
2022-08-15 21:46:01,851 [ 1] INFO  Unity: ItemManager:Init[ID:4, Count:120]
2022-08-15 21:46:01,852 [ 1] INFO  Unity: ItemManager:Init[ID:5, Count:2]
2022-08-15 21:46:01,855 [ 1] INFO  Unity: OnMapCharacterEnter:1 Count:1
2022-08-15 21:46:01,857 [ 1] INFO  Unity: AddCharacter:1:hihi Map:1 Entity:(1:pos:(5000,4000,820),dir:(100,0,0),spd:0
2022-08-15 21:46:01,861 [ 1] INFO  Unity: LoadLevel: MainCity
2022-08-15 21:46:02,545 [ 1] WARN  Unity: No mesh data available for mesh Sphere001 on particle system fx_portal. Make sure Read/Write Enabled is set in the importer to work on the particle system renderer

2022-08-15 21:46:02,559 [ 1] WARN  Unity: No mesh data available for mesh Sphere001 on particle system fx_portal. Make sure Read/Write Enabled is set in the importer to work on the particle system renderer

2022-08-15 21:46:02,667 [ 1] WARN  Unity: MainPlayerCamera[131032] Awake
UnityEngine.Debug:LogWarningFormat(String, Object[])
MonoSingleton`1:Awake() (at Assets/Scripts/Utilities/MonoSingleton.cs:23)

2022-08-15 21:46:02,667 [ 1] WARN  Unity: UIMain[131620] Awake
UnityEngine.Debug:LogWarningFormat(String, Object[])
MonoSingleton`1:Awake() (at Assets/Scripts/Utilities/MonoSingleton.cs:23)

2022-08-15 21:46:02,668 [ 1] WARN  Unity: GameObjectManager[132656] Awake
UnityEngine.Debug:LogWarningFormat(String, Object[])
MonoSingleton`1:Awake() (at Assets/Scripts/Utilities/MonoSingleton.cs:23)

2022-08-15 21:46:02,684 [ 1] WARN  Unity: UIWorldElementManager[132696] Awake
UnityEngine.Debug:LogWarningFormat(String, Object[])
MonoSingleton`1:Awake() (at Assets/Scripts/Utilities/MonoSingleton.cs:23)

2022-08-15 21:46:02,716 [ 1] INFO  Unity: LevelLoadCompleted:1
2022-08-15 21:46:08,460 [ 1] INFO  Unity: MoveForward
2022-08-15 21:46:08,462 [ 1] INFO  Unity: MapEntityUpdateRequest : ID:1 POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:300
2022-08-15 21:46:08,546 [ 1] INFO  Unity: SetDirection:(98, -18, 0)
2022-08-15 21:46:08,547 [ 1] INFO  Unity: MapEntityUpdateRequest : ID:1 POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:300
2022-08-15 21:46:08,647 [ 1] INFO  Unity: SetDirection:(93, -36, 0)
2022-08-15 21:46:08,648 [ 1] INFO  Unity: MapEntityUpdateRequest : ID:1 POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:300
2022-08-15 21:46:08,748 [ 1] INFO  Unity: SetDirection:(84, -55, 0)
2022-08-15 21:46:08,749 [ 1] INFO  Unity: MapEntityUpdateRequest : ID:1 POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:300
2022-08-15 21:46:08,833 [ 1] INFO  Unity: SetDirection:(71, -71, 0)
2022-08-15 21:46:08,834 [ 1] INFO  Unity: MapEntityUpdateRequest : ID:1 POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:300
2022-08-15 21:46:08,916 [ 1] INFO  Unity: SetDirection:(57, -82, 0)
2022-08-15 21:46:08,917 [ 1] INFO  Unity: MapEntityUpdateRequest : ID:1 POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:300
2022-08-15 21:46:09,017 [ 1] INFO  Unity: SetDirection:(39, -92, 0)
2022-08-15 21:46:09,018 [ 1] INFO  Unity: MapEntityUpdateRequest : ID:1 POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:300
2022-08-15 21:46:09,102 [ 1] INFO  Unity: SetDirection:(22, -97, 0)
2022-08-15 21:46:09,102 [ 1] INFO  Unity: MapEntityUpdateRequest : ID:1 POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:300
